CMHC,4.350,2017-Feb-01,100.20,0.14
CMHC,1.750,2018-Jun-15,101.37,0.78
Canada,1.500,2017-Feb-01,100.05,0.34
Canada,1.500,2017-Mar-01,100.13,0.50
Canada,0.250,2017-May-01,99.92,0.52
Canada,4.000,2017-Jun-01,101.33,0.52
Canada,1.250,2017-Aug-01,100.38,0.56
Canada,1.500,2017-Sep-01,100.58,0.58
Canada,0.250,2017-Nov-01,99.72,0.61
Canada,1.250,2018-Feb-01,100.65,0.63
Canada,1.250,2018-Mar-01,100.67,0.65
Canada,0.250,2018-May-01,99.45,0.68
Canada,4.250,2018-Jun-01,104.87,0.70
Canada,0.500,2018-Aug-01,99.65,0.72
Canada,1.250,2018-Sep-01,100.83,0.73
Canada,0.500,2018-Nov-01,99.56,0.74
Canada,0.500,2019-Feb-01,99.46,0.77
Canada,1.750,2019-Mar-01,102.08,0.76
Canada,3.750,2019-Jun-01,106.95,0.80
Canada,1.750,2019-Sep-01,102.42,0.82
Canada,1.500,2020-Mar-01,101.79,0.92
Canada,3.500,2020-Jun-01,108.47,0.94
Canada,0.750,2020-Sep-01,99.18,0.98
Canada,0.750,2021-Mar-01,98.79,1.05
Canada,10.500,2021-Mar-15,138.35,1.05
Canada,3.250,2021-Jun-01,109.35,1.06
Canada,9.750,2021-Jun-01,137.15,1.04
Canada,0.750,2021-Sep-01,98.49,1.09
Canada,0.500,2022-Mar-01,96.74,1.16
Canada,2.750,2022-Jun-01,107.95,1.22
Canada,9.250,2022-Jun-01,141.69,1.21
Canada,1.500,2023-Jun-01,100.82,1.36
Canada,8.000,2023-Jun-01,140.33,1.37
Canada,2.500,2024-Jun-01,107.14,1.47
Canada,2.250,2025-Jun-01,105.21,1.58
Canada,9.000,2025-Jun-01,158.18,1.56
Canada,1.500,2026-Jun-01,98.51,1.67
Canada,1.000,2027-Jun-01,92.61,1.78
Canada,8.000,2027-Jun-01,158.90,1.76
Canada,5.750,2029-Jun-01,141.66,1.95
Canada,5.750,2033-Jun-01,149.34,2.16
Canada,5.000,2037-Jun-01,144.56,2.26
Canada,4.000,2041-Jun-01,131.49,2.30
Canada,3.500,2045-Dec-01,125.18,2.30
Canada,2.750,2048-Dec-01,110.78,2.27
Canada,2.750,2064-Dec-01,114.55,2.25
Cda House Tr,2.050,2017-Jun-15,100.61,0.59
Cda House Tr,1.700,2017-Dec-15,100.95,0.66
Cda House Tr,2.050,2018-Jun-15,101.79,0.78
Cda House Tr,2.350,2018-Dec-15,102.77,0.89
Cda House Tr,4.100,2018-Dec-15,106.07,0.90
Cda House Tr,1.950,2019-Jun-15,102.20,1.03
Cda House Tr,2.000,2019-Dec-15,102.48,1.13
Cda House Tr,3.750,2020-Mar-15,107.98,1.17
Cda House Tr,1.200,2020-Jun-15,99.85,1.24
Cda House Tr,1.450,2020-Jun-15,100.67,1.25
Cda House Tr,1.250,2020-Dec-15,99.65,1.34
Cda House Tr,3.350,2020-Dec-15,107.64,1.34
Cda House Tr,1.250,2021-Jun-15,99.25,1.43
Cda House Tr,3.800,2021-Jun-15,110.12,1.43
Cda House Tr,1.150,2021-Dec-15,98.29,1.51
Cda House Tr,1.500,2021-Dec-15,99.94,1.51
Cda House Tr,2.650,2022-Mar-15,105.37,1.56
Cda House Tr,2.400,2022-Dec-15,104.00,1.69
Cda House Tr,2.350,2023-Sep-15,103.55,1.78
Cda House Tr,3.150,2023-Sep-15,108.56,1.78
Cda House Tr,2.900,2024-Jun-15,106.90,1.90
Cda House Tr,2.550,2025-Mar-15,104.14,2.00
Cda House Tr,1.950,2025-Dec-15,98.92,2.08
Cda House Tr,2.250,2025-Dec-15,101.32,2.09
Cda House Tr,1.900,2026-Sep-15,97.76,2.16
Cda House Tr,1.900,2026-Sep-15,97.23,2.22
