CMHC,4.350,2017-Feb-01,100.23,0.20
CMHC,1.750,2018-Jun-15,101.37,0.78
Canada,1.500,2017-Feb-01,100.06,0.37
Canada,1.500,2017-Mar-01,100.14,0.50
Canada,0.250,2017-May-01,99.92,0.53
Canada,4.000,2017-Jun-01,101.35,0.53
Canada,1.250,2017-Aug-01,100.38,0.57
Canada,1.500,2017-Sep-01,100.59,0.57
Canada,0.250,2017-Nov-01,99.71,0.61
Canada,1.250,2018-Feb-01,100.66,0.63
Canada,1.250,2018-Mar-01,100.68,0.65
Canada,0.250,2018-May-01,99.42,0.69
Canada,4.250,2018-Jun-01,104.87,0.72
Canada,0.500,2018-Aug-01,99.63,0.74
Canada,1.250,2018-Sep-01,100.82,0.75
Canada,0.500,2018-Nov-01,99.54,0.75
Canada,0.500,2019-Feb-01,99.44,0.78
Canada,1.750,2019-Mar-01,102.06,0.78
Canada,3.750,2019-Jun-01,106.94,0.81
Canada,1.750,2019-Sep-01,102.38,0.84
Canada,1.500,2020-Mar-01,101.73,0.94
Canada,3.500,2020-Jun-01,108.45,0.96
Canada,0.750,2020-Sep-01,99.12,1.00
Canada,0.750,2021-Mar-01,98.68,1.08
Canada,10.500,2021-Mar-15,138.40,1.07
Canada,3.250,2021-Jun-01,109.22,1.09
Canada,9.750,2021-Jun-01,137.08,1.07
Canada,0.750,2021-Sep-01,98.33,1.12
Canada,0.500,2022-Mar-01,96.51,1.20
Canada,2.750,2022-Jun-01,107.74,1.26
Canada,9.250,2022-Jun-01,141.56,1.25
Canada,1.500,2023-Jun-01,100.58,1.40
Canada,8.000,2023-Jun-01,140.20,1.40
Canada,2.500,2024-Jun-01,106.78,1.53
Canada,2.250,2025-Jun-01,104.78,1.64
Canada,9.000,2025-Jun-01,157.72,1.61
Canada,1.500,2026-Jun-01,98.04,1.73
Canada,1.000,2027-Jun-01,92.12,1.84
Canada,8.000,2027-Jun-01,158.27,1.82
Canada,5.750,2029-Jun-01,141.00,2.00
Canada,5.750,2033-Jun-01,148.79,2.19
Canada,5.000,2037-Jun-01,143.82,2.30
Canada,4.000,2041-Jun-01,130.69,2.34
Canada,3.500,2045-Dec-01,124.29,2.34
Canada,2.750,2048-Dec-01,109.85,2.31
Canada,2.750,2064-Dec-01,113.29,2.29
Cda House Tr,2.050,2017-Jun-15,100.62,0.61
Cda House Tr,1.700,2017-Dec-15,100.96,0.67
Cda House Tr,2.050,2018-Jun-15,101.79,0.79
Cda House Tr,2.350,2018-Dec-15,102.76,0.90
Cda House Tr,4.100,2018-Dec-15,106.06,0.92
Cda House Tr,1.950,2019-Jun-15,102.20,1.03
Cda House Tr,2.000,2019-Dec-15,102.49,1.13
Cda House Tr,3.750,2020-Mar-15,107.99,1.18
Cda House Tr,1.200,2020-Jun-15,99.78,1.27
Cda House Tr,1.450,2020-Jun-15,100.60,1.27
Cda House Tr,1.250,2020-Dec-15,99.57,1.36
Cda House Tr,3.350,2020-Dec-15,107.59,1.36
Cda House Tr,1.250,2021-Jun-15,99.13,1.45
Cda House Tr,3.800,2021-Jun-15,110.02,1.45
Cda House Tr,1.150,2021-Dec-15,98.12,1.55
Cda House Tr,1.500,2021-Dec-15,99.78,1.55
Cda House Tr,2.650,2022-Mar-15,105.20,1.60
Cda House Tr,2.400,2022-Dec-15,103.84,1.72
Cda House Tr,2.350,2023-Sep-15,103.28,1.82
Cda House Tr,3.150,2023-Sep-15,108.28,1.83
Cda House Tr,2.900,2024-Jun-15,106.56,1.95
Cda House Tr,2.550,2025-Mar-15,103.77,2.05
Cda House Tr,1.950,2025-Dec-15,98.48,2.14
Cda House Tr,2.250,2025-Dec-15,101.07,2.12
Cda House Tr,1.900,2026-Sep-15,97.25,2.22
Cda House Tr,1.900,2026-Sep-15,96.80,2.27
