CMHC,4.350,2017-Feb-01,100.17,0.09
CMHC,1.750,2018-Jun-15,101.37,0.78
Canada,1.500,2017-Feb-01,100.05,0.31
Canada,1.500,2017-Mar-01,100.12,0.51
Canada,0.250,2017-May-01,99.92,0.52
Canada,4.000,2017-Jun-01,101.30,0.51
Canada,1.250,2017-Aug-01,100.37,0.56
Canada,1.500,2017-Sep-01,100.57,0.58
Canada,0.250,2017-Nov-01,99.72,0.61
Canada,1.250,2018-Feb-01,100.65,0.63
Canada,1.250,2018-Mar-01,100.68,0.64
Canada,0.250,2018-May-01,99.46,0.67
Canada,4.250,2018-Jun-01,104.85,0.69
Canada,0.500,2018-Aug-01,99.66,0.72
Canada,1.250,2018-Sep-01,100.84,0.73
Canada,0.500,2018-Nov-01,99.57,0.74
Canada,0.500,2019-Feb-01,99.46,0.77
Canada,1.750,2019-Mar-01,102.07,0.76
Canada,3.750,2019-Jun-01,106.94,0.79
Canada,1.750,2019-Sep-01,102.42,0.82
Canada,1.500,2020-Mar-01,101.80,0.91
Canada,3.500,2020-Jun-01,108.50,0.93
Canada,0.750,2020-Sep-01,99.19,0.98
Canada,0.750,2021-Mar-01,98.83,1.04
Canada,10.500,2021-Mar-15,138.41,1.04
Canada,3.250,2021-Jun-01,109.37,1.05
Canada,9.750,2021-Jun-01,137.21,1.02
Canada,0.750,2021-Sep-01,98.53,1.08
Canada,0.500,2022-Mar-01,96.80,1.15
Canada,2.750,2022-Jun-01,108.02,1.20
Canada,9.250,2022-Jun-01,141.79,1.19
Canada,1.500,2023-Jun-01,100.91,1.35
Canada,8.000,2023-Jun-01,140.54,1.34
Canada,2.500,2024-Jun-01,107.25,1.46
Canada,2.250,2025-Jun-01,105.36,1.56
Canada,9.000,2025-Jun-01,158.36,1.54
Canada,1.500,2026-Jun-01,98.66,1.65
Canada,1.000,2027-Jun-01,92.77,1.77
Canada,8.000,2027-Jun-01,159.09,1.75
Canada,5.750,2029-Jun-01,141.85,1.93
Canada,5.750,2033-Jun-01,149.70,2.14
Canada,5.000,2037-Jun-01,144.85,2.24
Canada,4.000,2041-Jun-01,131.79,2.29
Canada,3.500,2045-Dec-01,125.54,2.29
Canada,2.750,2048-Dec-01,111.16,2.26
Canada,2.750,2064-Dec-01,115.08,2.24
Cda House Tr,2.050,2017-Jun-15,100.60,0.59
Cda House Tr,1.700,2017-Dec-15,100.94,0.67
Cda House Tr,2.050,2018-Jun-15,101.78,0.78
Cda House Tr,2.350,2018-Dec-15,102.75,0.89
Cda House Tr,4.100,2018-Dec-15,106.05,0.90
Cda House Tr,1.950,2019-Jun-15,102.21,1.02
Cda House Tr,2.000,2019-Dec-15,102.47,1.13
Cda House Tr,3.750,2020-Mar-15,107.99,1.16
Cda House Tr,1.200,2020-Jun-15,99.85,1.24
Cda House Tr,1.450,2020-Jun-15,100.67,1.25
Cda House Tr,1.250,2020-Dec-15,99.68,1.33
Cda House Tr,3.350,2020-Dec-15,107.67,1.33
Cda House Tr,1.250,2021-Jun-15,99.26,1.42
Cda House Tr,3.800,2021-Jun-15,110.16,1.41
Cda House Tr,1.150,2021-Dec-15,98.31,1.51
Cda House Tr,1.500,2021-Dec-15,99.94,1.51
Cda House Tr,2.650,2022-Mar-15,105.36,1.56
Cda House Tr,2.400,2022-Dec-15,104.14,1.66
Cda House Tr,2.350,2023-Sep-15,103.60,1.77
Cda House Tr,3.150,2023-Sep-15,108.61,1.77
Cda House Tr,2.900,2024-Jun-15,106.92,1.89
Cda House Tr,2.550,2025-Mar-15,104.17,1.99
Cda House Tr,1.950,2025-Dec-15,98.96,2.08
Cda House Tr,2.250,2025-Dec-15,101.39,2.08
Cda House Tr,1.900,2026-Sep-15,97.88,2.14
Cda House Tr,1.900,2026-Sep-15,97.40,2.20
